review,stemmed_review,final_login_verifikasi,final_efisiensi,final_layanan_pengguna,final_responsivitas
aplikasi yang sangat membantu dan berguna untuk pekerjaan.respon heldesk juga sangat baik ketika kita ada kendala dengan aplikasi ini.dan di bantu sampai selesai kendala nya.,"['bantu', 'guna', 'pekerjaanrespon', 'heldesk', 'kendala', 'inidan', 'bantu', 'selesai', 'kendala', 'nya']",0,2,2,0
verifikasi susah .gagal di tengah.harus ngulang dari awal .sudah di coba 24 kali .gagal terus,"['verifikasi', 'susah', 'gagal', 'tengahharus', 'ngulang', 'coba', 'kali', 'gagal']",1,0,0,0
Sekian lama bisa masuk juga akhirnya huhhh,"['sekian', 'masuk', 'huhhh']",2,0,0,0
Ga punya akses buat cek ktp kayanya ini aplikasi,"['akses', 'cek', 'ktp', 'kaya']",1,0,0,0
"monyett bener ,, kepala udah di geleng ke kanan ke kiri masih aja susah masuk ,, leher kepala sampai sakit #goblokks","['monyett', 'kepala', 'geleng', 'kanan', 'kiri', 'susah', 'masuk', 'leher', 'kepala', 'sakit', 'goblokks']",1,0,0,0
"Aplikasi bobrok, berkali kali foto..padahal sudah berhasil, msh saja di ulang ulang","['bobrok', 'kali', 'kali', 'fotopadahal', 'hasil', 'ulang', 'ulang']",1,0,0,0
PELAYANAN CS SANGAT RAMAH,"['layan', 'cs', 'ramah']",0,0,2,0
"Ambil foto aja ribet banget nie aplikasi nyusahin gagal terus gak jelas banget, gak kebaca mulu","['ambil', 'foto', 'ribet', 'banget', 'susah', 'gagal', 'banget', 'baca', 'mulu']",1,0,0,0
Gaguna banget aplikasi foto wajah diulang2 sampe 30 kali tetap gagal emang gaguna,"['gaguna', 'banget', 'foto', 'wajah', 'ulang', 'kali', 'gagal', 'gaguna']",1,0,0,0
"Untuk swafoto nya susah, masa udah ditempat terang dan jelas masih kaga bisa ambil foto. Kan aneh, tolong dong dipermudah buat fotonya. Masa harus foto berkali-kali tetap kaga bisa. Aplikasi buat ribet banget, ini registrasi mentok cuman di foto doang, lama bet kaga guna kalau gini nih kalau suruh swafoto tapi dipersulit.","['swafoto', 'nya', 'susah', 'tempat', 'terang', 'kagak', 'ambil', 'foto', 'aneh', 'tolong', 'mudah', 'foto', 'foto', 'berkalikali', 'kagak', 'ribet', 'banget', 'registrasi', 'mentok', 'cuman', 'foto', 'doang', 'banget', 'kagak', 'nih', 'suruh', 'swafoto', 'sulit']",1,0,0,0
Sulit untuk menerima OTP pesan,"['sulit', 'terima', 'otp', 'pesan']",1,0,0,0
"tolong dong buat helpdesk kalo lagi dibutuhin tuh gercep, ini aku sari tadi jam 9 malem sampai setengah 12 verif wajah buat sertifikat digital ajaa lamanyaaaa masyallahhh","['tolong', 'helpdesk', 'kalo', 'dibutuhin', 'tuh', 'gercep', 'sari', 'jam', 'malam', 'verif', 'wajah', 'sertifikat', 'digital', 'lamanyaaaa', 'masyallahhh']",1,0,1,0
OTP via sms susah didapet,"['otp', 'via', 'sms', 'susah']",1,0,0,0
"ini gimana habis foto ktp loading muter ditunggu2 ngga kelar kluar aplikasi masuk lgi dah gagal diulang sama aja ,ngga jelas","['habis', 'foto', 'ktp', 'loading', 'muter', 'tunggu', 'kelar', 'masuk', 'deh', 'gagal', 'ulang']",1,0,0,1
Aplikasi buruk yang pernah saya instal Kirim otp aja lama data yg d dafttarkan tidak sesuai dengan profil bikin perjanjian terhambat !!!!!!,"['buruk', 'instal', 'kirim', 'otp', 'data', 'dafttarkan', 'sesuai', 'profil', 'bikin', 'janji', 'hambat']",1,1,0,0
Nyusahin ga admin ga cs ga membantu mao tanda tangan ajah ribet mau upload dokumen ribet. Saran buat merchan online jangan kerja sama sama ini lah ribett,"['susah', 'admin', 'cs', 'bantu', 'tanda', 'tangan', 'ribet', 'upload', 'dokumen', 'ribet', 'saran', 'merchan', 'online', 'kerja', 'ribett']",0,1,1,0
Ga jelas sandi udh benar msh slh aja,"['sandi', 'salah']",1,0,0,0
"Susah masuk, lupa password, ngapain juga password nya dibikin harus susah","['susah', 'masuk', 'lupa', 'password', 'kapai', 'password', 'nya', 'bikin', 'susah']",1,0,0,0
Vertivikasi wajahnya selalu gagal apk ga jelas,"['vertivikasi', 'wajah', 'gagal', 'apk']",1,0,0,0
Pas saya sudah verifikasi wajah kok langsung force close terus gabisa masuk lagi!! Paraah ini gimana solusinya,"['pas', 'verifikasi', 'wajah', 'langsung', 'force', 'close', 'enggak bisa', 'masuk', 'parah', 'solusi']",1,0,0,1
Saat foto susah banget berkali kali tidak bisa,"['foto', 'susah', 'banget', 'kali', 'kali']",1,0,0,0
"Ini kok untuk kode otp pas masukin no telpon gak bisa bisa, udah berkali kali tetep gak muncul","['kode', 'otp', 'pas', 'pasuk', 'no', 'telpon', 'kali', 'kali', 'muncul']",1,0,0,0
"Sudah berulang kali verifikasi wajah, sudah tidak pakai aksesoris di wajah, pencahayaan sudah sangat cukup, selalu gagal","['ulang', 'kali', 'verifikasi', 'wajah', 'pakai', 'aksesoris', 'wajah', 'cahaya', 'gagal']",1,0,0,0
"Apaaan baru juga login udah di mintain pasword aja, pas daftar gak di suruh masukin pasword gimana sihh, udah di ajuin minta ulang malah kgk di kasih pasword nya malh user name sama email aja yang di kasih 😑😑","['login', 'mintain', 'pasword', 'pas', 'daftar', 'suruh', 'pasuk', 'pasword', 'sih', 'ajuin', 'ulang', 'kgk', 'kasih', 'pasword', 'nya', 'user', 'name', 'email', 'kasih']",1,0,0,0
"Jangan Pakai Privy, sangat kurang profesional helpdesk","['pakai', 'profesional', 'helpdesk']",0,0,1,0
Aplikasi paling bobrok dalam verifikasi wajah,"['bobrok', 'verifikasi', 'wajah']",1,0,0,0
"Mau bilang aplikasi jelek kok takut karma. Tapi sejujurnya saya nggak suka karena mendeteksi wajah saja tidak bisa. Masak saya dibilang nggak hidup. Sewaktu detect liveness selalu gagal.
Jadi agak skepstis kl aplikasi ini aman digunakan.","['bilang', 'jelek', 'takut', 'karma', 'jujur', 'suka', 'deteksi', 'wajah', 'masak', 'bilang', 'hidup', 'detect', 'liveness', 'gagal', 'skepstis', 'kalo', 'aman']",1,0,0,0
"Mau daftar aja di persulit, bekali-kali masukin email ga terdaftar terus...","['daftar', 'sulit', 'bekalikali', 'pasuk', 'email', 'daftar']",1,0,0,1
"ribet verifikasinya ambil foto gagal terus ribet kali padahal udah sesuai , makasihh","['ribet', 'verifikasi', 'ambil', 'foto', 'gagal', 'ribet', 'kali', 'sesuai', 'makasihh']",1,0,0,0
Udah foto berulang2 ngga bisa2 terdaftar saat daftar ngelag terus bagian foto,"['foto', 'ulang', 'daftar', 'daftar', 'ngelag', 'foto']",1,0,0,1
"Bener"" Apk tidak berguna, sudah bolak balik daftar tetap gabisa malah kembali sendiri, giliran mau masuk lupa sandi, konfirmasi email linknya malah kadaluarsa, di chat minta bantuan dari wa dan email tidak respon, padahal orang butuh untuk kerja😡😡","['apk', 'guna', 'bolak', 'daftar', 'enggak bisa', 'gilir', 'masuk', 'lupa', 'sandi', 'konfirmasi', 'email', 'linknya', 'kadaluarsa', 'chat', 'bantu', 'wa', 'email', 'respon', 'orang', 'butuh', 'kerja']",1,0,1,0
aplikasi jelek daftar aja ga bisa,"['jelek', 'daftar']",1,0,0,0
Baru saja daftar tapi katanya sudah terdaftar. Begemene maksudnya,"['daftar', 'daftar', 'begemene', 'maksud']",1,0,0,0
"Padahal lagi perlu bgt, liveness detection nya kacau. Udah ngikutin instruksi ttap gagal. Udah coba seminggu lebih, puluhan bahkan ratusan kali ga berhasil terus. Ini mau sampai kapan? 
Session expired terus wkwk.","['banget', 'liveness', 'detection', 'nya', 'kacau', 'ikut', 'instruksi', 'gagal', 'coba', 'minggu', 'puluh', 'ratus', 'kali', 'hasil', 'session', 'expired', 'wkwk']",1,0,0,1
gabisa daptar malahan eror terus,"['enggak bisa', 'daptar', 'eror']",1,0,0,1
LAMA BANGET PELAYANAN CS NYA PADAHAL MINTA KODE OTP DOANG MALAH DISURUH SELFIE SAMBIL PEGANG KTP !! UPDATE DATA ATAU MALAH DISALAHGUNAKAN UNTUK PINJOL SIH?!,"['banget', 'layan', 'cs', 'nya', 'kode', 'otp', 'doang', 'suruh', 'selfie', 'pegang', 'ktp', 'update', 'data', 'disalahgunakan', 'pinjol', 'sih']",0,0,1,0
"Payah, meminta kode OTP via nomor telepon, sudah di masukan berkali-kali tetep tidak ada yang masuk. Berkembang lah privy cari cara lain jangan kaku. Sudah 2023 cara satu gagal kok tidak ada solusi. Menghubungi via email katanya OTP expired hey jangan bahas expired nya, bahas tidak masuk nya dulu kenapa? Solusi nya apa? Bagaimana bisa barang belum sampai terus anda malah beri pemberitahuan barang kadaluwarsa, sampai saja belum","['payah', 'kode', 'otp', 'via', 'nomor', 'telepon', 'masuk', 'berkalikali', 'masuk', 'kembang', 'cari', 'kaku', 'gagal', 'solusi', 'hubung', 'via', 'email', 'otp', 'expired', 'hey', 'bahas', 'expired', 'nya', 'bahas', 'masuk', 'nya', 'solusi', 'nya', 'barang', 'pemberitahuan', 'barang', 'kadaluwarsa']",1,0,0,0
"Selfie ngga ke deteksi, KTP juga ngga kedeteksi. Padahal lagi diperluin bgt buat pindah ke kantor baru. Ngehubungin pihak privynya juga susah bgt responsnya.","['selfie', 'deteksi', 'ktp', 'deteksi', 'diperluin', 'banget', 'pindah', 'kantor', 'ngehubungin', 'privynya', 'susah', 'banget', 'respons']",1,0,1,0
"Mau register tapi fitur face liveness detectionnya ga berjalan, padahal sudah mengikuti instruksi dan pencahayaannya sudah sangat cukup. Selalu berulang kali time out dan diminta mengulangi lagi. Gitu terus sampai baterai gadget habis.","['register', 'fitur', 'face', 'liveness', 'detectionnya', 'jalan', 'ikut', 'instruksi', 'cahaya', 'ulang', 'kali', 'time', 'out', 'ulang', 'baterai', 'gadget', 'habis']",1,0,0,1
Knapa dari jumat tgl 15 sore OTP di aplikasi gak muncul muncul dari privy id,"['knapa', 'jumat', 'tanggal', 'sore', 'otp', 'muncul', 'muncul', 'id']",1,0,0,0
"Aplikasi aneh, susah banget mau registrasi pake foto, sudah berkali2 di coba tetep aja gagal","['aneh', 'susah', 'banget', 'registrasi', 'pakai', 'foto', 'kali', 'coba', 'gagal']",1,0,0,0
"Verifikasi ribet. Verifikasi dari nomor hp tidak ada yang terkirim ke hp, padahal ada dokumen penting yang harus diselesaikan.","['verifikasi', 'ribet', 'verifikasi', 'nomor', 'hp', 'kirim', 'hp', 'dokumen', 'selesai']",1,0,0,0
"Tidak rekomen, tanggapan lama, tidak ada kirim email","['rekomen', 'tanggap', 'kirim', 'email']",0,0,1,0
"Kenapa letak tanda tangan tidak bisa dirubah?? Mengecewakan. Saya sudah pakai 8 bulan lebih. Tiba2 disuruh verifikasi ulang, Wajah dan email done. Giliran verifikasi no hp kode OTP GK pernah masuk.","['letak', 'tanda', 'tangan', 'rubah', 'kecewa', 'pakai', 'suruh', 'verifikasi', 'ulang', 'wajah', 'email', 'done', 'gilir', 'verifikasi', 'no', 'hp', 'kode', 'otp', 'masuk']",1,1,0,0
ko saya ga bisa login y d apk privy nya pdhl dah msukn passwordnya..ttep..ada note..masukan password dgn benar..gtu trs,"['login', 'ya', 'apk', 'nya', 'deh', 'msukn', 'passwordnyattepada', 'notemasukan', 'password', 'benargtu']",1,0,0,0
"Apk cukki gak pernah bisa mecahkan masalah ,gak pernah ada solusinya sudah 1minggu login gak bisa selalu di bilang kata sandi salah,padahal kata sandi sudah benar kecewa betul padahal lagi butuh banget ini apk","['apk', 'cukki', 'mecahkan', 'solusi', 'minggu', 'login', 'bilang', 'sandi', 'salahpadahal', 'sandi', 'kecewa', 'butuh', 'banget', 'apk']",1,0,0,0
Bgok kok privikasi wajah ndk terdeteksi dia bilang jir knpa masak Lo mau gue tetep kyak di foto ktb bng....t bikin sandi belum gimana bisa tau sandix ap,"['bgok', 'privikasi', 'wajah', 'ndk', 'deteksi', 'bilang', 'jir', 'masak', 'lo', 'gue', 'kayak', 'foto', 'ktb', 'banget', 'bikin', 'sandi', 'tau', 'sandix']",1,0,0,0
Tolong diperbaiki proses daftar akunnya,"['tolong', 'baik', 'proses', 'daftar', 'akun']",1,0,0,0
"Halo! Saya mendapatkan kendala pada saat Daftar akun di bagian Swafoto, saya sudah mencoba nya selama 1 Minggu tetapi tetap verifikasi gagal padahal saya sudah mengikuti Instruksi nya, Mohon untuk CS. Privy segera memperbaiki Sistem tersebut, Terima kasih.","['halo', 'kendala', 'daftar', 'akun', 'swafoto', 'coba', 'nya', 'minggu', 'verifikasi', 'gagal', 'ikut', 'instruksi', 'nya', 'mohon', 'cs', 'baik', 'sistem', 'terima', 'kasih']",1,0,1,0
Di hp ku kok gak ada sudah saya instal..ganti sandi juga gak bisa,"['hp', 'ku', 'instalganti', 'sandi']",1,0,0,0
"Susah sekalu mau mendaftar, kenapa selalu gagal","['susah', 'sekalu', 'daftar', 'gagal']",1,0,0,0
"Ga bisa registrasi, udah dicoba beberapa kali. Menghubungi lewat chat malah muter"" ga ada jawaban..","['registrasi', 'coba', 'kali', 'hubung', 'chat', 'muter']",1,0,1,0
"RTO when register, trying at browser and apps it giving same problem","['rto', 'when', 'register', 'trying', 'at', 'browser', 'and', 'apps', 'giving', 'same', 'problem']",1,0,0,0
maaf nih cuma kasi 3 bintang. karena setelah update akun saya langsung terkeluar sendiri dan pas masukin kata sandi malah salah padahal kata sandi nya sudah benar tetap tidak bisa. mohon dong di bantu 🙏 kalau bisa masuk kasi 5 bintang.,"['maaf', 'nih', 'kasih', 'bintang', 'update', 'akun', 'langsung', 'keluar', 'pas', 'pasuk', 'sandi', 'salah', 'sandi', 'nya', 'mohon', 'bantu', 'masuk', 'kasih', 'bintang']",1,0,0,0
"Mau ttd dokumen muncul keterangan expired, klik perbarui, minta verif face, verifikasi disetujui, klik lanjut ""INTERNAL SERVER ERROR"". Hub CS dan LiveChat nya, sdh krm bukti kendala, malah minta ""Foto Selfie dgn KTP"" kyk mau pinjol aja. Ditanya ada solusi verif lain, jawabannya TEMPLATE ttp ngotot minta foto selfie dgn ktp. Selama ini tingkat keamanan verifikasi tertinggi itu menggunakan OTP. Baru d app ini verifikasi nya menggunakan FOTO SELFIE DGN KTP. Jawaban disemua layanan keluhan app ini sangat template. Saran, bagi perusahaan atau tmn"" yg butuh app utk sign contract dll, SANGAT TIDAK DIREKOMENDASIKAN menggunakan app ini","['ttd', 'dokumen', 'muncul', 'terang', 'expired', 'klik', 'baru', 'verif', 'face', 'verifikasi', 'tuju', 'klik', 'internal', 'server', 'error', 'hubung', 'cs', 'livechat', 'nya', 'kirim', 'bukti', 'kendala', 'foto', 'selfie', 'ktp', 'kayak', 'pinjol', 'solusi', 'verif', 'jawab', 'template', 'ngotot', 'foto', 'selfie', 'ktp', 'tingkat', 'aman', 'verifikasi', 'tinggi', 'otp', 'app', 'verifikasi', 'nya', 'foto', 'selfie', 'ktp', 'semua', 'layan', 'keluh', 'app', 'template', 'saran', 'usaha', 'teman', 'butuh', 'app', 'sign', 'contract', 'dll', 'rekomendasi', 'app']",1,0,1,1
"payah banget ini aplikasi, reset password malah balik ke homepage gada action buat ganti password baru","['payah', 'banget', 'reset', 'password', 'homepage', 'enggak ada', 'action', 'ganti', 'password']",1,0,0,0
respon cepak dan petunjuk mudah di pahami dan di merngerti,"['respon', 'cepak', 'tunjuk', 'mudah', 'paham', 'merngerti']",0,0,2,0
"Setelah lama ngga buka minta reissued sertifikasi. Tapi sesudah selfie dan dinyatakan verified, ketika klik lanjutkan, ada keterangan sertifikat expired dan diminta selfie lagi, muter begitu terus. Payah","['buka', 'reissued', 'sertifikasi', 'selfie', 'nyata', 'verified', 'klik', 'lanjut', 'terang', 'sertifikat', 'expired', 'selfie', 'muter', 'payah']",1,0,0,0
respon cepat dan mudah,"['respon', 'cepat', 'mudah']",0,2,2,0
"Awalnya saya mau daftar dan katanya data saya sudah terdaftar tetapi saya belum pernah mendaftar saya kira ada orang lain menggunakan data saya, ternyata salah sensor dari privy dan saya coba lagi bisa. pada saat verifikasi wajah sangat lama, tidak bisa di klik dan selalu blur sangat menyusahkan semoga bisa diperbaiki kedepannya🙏🏻","['daftar', 'data', 'daftar', 'daftar', 'orang', 'data', 'salah', 'sensor', 'coba', 'verifikasi', 'wajah', 'klik', 'blur', 'susah', 'moga', 'baik', 'depan']",1,0,0,0
bagus banget responya,"['bagus', 'banget', 'responya']",0,0,2,0
"vermuk via aplikasi gagal terus,ganti nomor tlpon harus via web","['vermuk', 'via', 'gagal', 'terusganti', 'nomor', 'tlpon', 'via', 'web']",1,0,0,0
sangat bagus fast respon.,"['bagus', 'fast', 'respon']",0,0,2,0
"Tidak bisa log in sandi selalu salah, sudah diganti pun sandi salah terus","['log', 'sandi', 'salah', 'ganti', 'sandi', 'salah']",1,0,0,0
susah mendapatkan kode OTP SMS,"['susah', 'kode', 'otp', 'sms']",1,0,0,0
Ketika saya sudah download aplikasi ini.lalu ingin registrasi tiba2 NIK saya sudah Terdaftar.padahal saya baru pertama kali ini mulai registrasi.ketika saya diarahkan menanyakan ke customer service dan di tindak lanjuti tetep saja tidak ada informasi lebih lanjut dan jelas tidak direspon lg.sudah coba di web juga tetap aja sama.,"['download', 'inilalu', 'registrasi', 'nik', 'terdaftarpadahal', 'kali', 'registrasiketika', 'arah', 'customer', 'service', 'tindak', 'lanjut', 'informasi', 'direspon', 'lgsudah', 'coba', 'web']",1,0,1,0
"Udh kirim email selalu email tak terdaftar,,mau daftar aja kok ribet banget","['kirim', 'email', 'email', 'terdaftarmau', 'daftar', 'ribet', 'banget']",1,0,0,0
"Email untuk mengganti kata sandi, tidak ada link untuk mengganti katasandinya, jadi harus gimana?","['email', 'ganti', 'sandi', 'link', 'ganti', 'katasandinya']",1,0,0,0
layanan dari cs ramah dan santun,"['layan', 'cs', 'ramah', 'santun']",0,0,2,0
Mau masuk aja lama banget,"['masuk', 'banget']",1,0,0,0
"Wahh ini, ini parah niii masa gue di suruh nunggu registrasi nya lama banget hampir se jam masa iya belom selesai tuh proses gimana nii?","['parah', 'niii', 'gue', 'suruh', 'tunggu', 'registrasi', 'nya', 'banget', 'jam', 'iya', 'selesai', 'tuh', 'proses']",1,0,0,0
makasih sudah membantu.. walau verif wajah berulang kali 😅,"['terima kasih', 'bantu', 'verif', 'wajah', 'ulang', 'kali']",1,2,0,0
Ribet lupa password harus selfie KTP udah kaya pinjol .,"['ribet', 'lupa', 'password', 'selfie', 'ktp', 'kayak', 'pinjol']",1,0,0,0
"Selalu gagal diverifikasi wajah, sudah chat customers service tidak ada solusi sama sekali respon lambat, customers service tidak membantu sama sekali dalam masalah tersebut, diarahkan untuk daftar melalui web tapi sama saja malah lebih lambat","['gagal', 'verifikasi', 'wajah', 'chat', 'customers', 'service', 'solusi', 'respon', 'lambat', 'customers', 'service', 'bantu', 'arah', 'daftar', 'web', 'lambat']",1,0,1,0
Susah banget swafotonya,"['susah', 'banget', 'swafotonya']",1,0,0,0
"Sebelllll masa NIK sudah terpakai terus, padahal belum pernah daftar. PERBAIKI DONGGGGGG","['sebelllll', 'nik', 'pakai', 'daftar', 'baik', 'dongggggg']",1,0,0,0
Cs fast respon,"['cs', 'fast', 'respon']",0,0,2,0
agak ribet registrasinya.. tapi utk keamanan memang bagus,"['ribet', 'registrasi', 'aman', 'bagus']",1,0,0,0
"Sudah beli e-meterai, pas mau bubuhkan ke document tidak bisa dengan alasan e-materai 0. Untuk connect ke Customer Service susah. Ketika sudah terhubung CS ga ada solusi dan kena timeout","['beli', 'emeterai', 'pas', 'bubuh', 'document', 'alas', 'ematerai', 'connect', 'customer', 'service', 'susah', 'hubung', 'cs', 'solusi', 'kena', 'timeout']",0,1,1,0
"Aplikasi ga jelas, verifikasi gagal trus.. aneh","['verifikasi', 'gagal', 'aneh']",1,0,0,0
Harus bgt swafoto mana blur lagi,"['banget', 'swafoto', 'blur']",1,0,0,0
Pelayanan admin cs lama,"['layan', 'admin', 'cs']",0,0,1,0
"The apps has no way for signer to adjust or reposition the signature. It also has no proper FAQ page to understand on how to solve problem mentioned. When we try to reach its  WhatsApp business account, it can only provide us with template answer which doesn't answering the problem.","['the', 'apps', 'has', 'no', 'way', 'for', 'signer', 'adjust', 'orang', 'reposition', 'the', 'signature', 'also', 'has', 'no', 'proper', 'faq', 'page', 'understand', 'on', 'how', 'solve', 'problem', 'mentioned', 'when', 'we', 'try', 'reach', 'its', 'whatsapp', 'business', 'account', 'can', 'only', 'provide', 'us', 'with', 'template', 'answer', 'which', 'doesnt', 'answering', 'the', 'problem']",0,1,1,0
Udah coba berkali kali gagal vertifikasi terus pas foto jengkel banget sumpah!,"['coba', 'kali', 'kali', 'gagal', 'vertifikasi', 'pas', 'foto', 'jengkel', 'banget', 'sumpah']",1,0,0,0
Kok gak bisa masuk,['masuk'],1,0,0,0
DUA NIK BELUM DAFTAR TAPI KETERANGAN SUDAH DAFTAR SEMUA. CHAT ADMIN RESPONNYA LAMA-_-. SUDAH CEK SEMUA EMAIL TIDAK ADA EMAIL DARI PRIVY-_-MENYEBALKAN-_- Edit : TIBA-TIBA DAPAT EMAIL BUAT GANTI PSW? MEDENI GAAAKKK SIIIII:'),"['nik', 'daftar', 'terang', 'daftar', 'chat', 'admin', 'responnya', 'cek', 'email', 'email', 'privymenyebalkan', 'edit', 'tibatiba', 'email', 'ganti', 'psw', 'medeni', 'gaaakkk', 'siiiii']",1,0,1,0
"Aplikasi sampah, sandi apapun dianggap lemah... Wkwkwkwk","['sampah', 'sandi', 'apa', 'anggap', 'lemah', 'wkwkwkwk']",1,0,0,0
Layanan yang sangat puas dan cepat untuk membantu terima kasih,"['layan', 'puas', 'cepat', 'bantu', 'terima', 'kasih']",0,0,2,0
"Aplikasi jelek, riset sandi dari dulu ga pernah bisa. Katanya sudah dikirimkan ke email nyatanya ge pernah dikirim. Mana hak saya dengan akun saya, ini menyalahi aturan privasi","['jelek', 'riset', 'sandi', 'kirim', 'email', 'ge', 'kirim', 'hak', 'akun', 'salah', 'atur', 'privasi']",1,0,0,0
Ramah dalam arahan,"['ramah', 'arah']",0,0,2,0
Bagai mana cara meriset akun yg sudah terdaftar padahal belum pernah menggunakannya,"['riset', 'akun', 'daftar', 'guna']",1,0,0,0
"developer Tolong, segera di perbaiki aplikasi nya, mau login selalu gagal. Walupun sudah di ganti berulang kali selalu gagal. Walaupun password nya sudah diganti yang terbaru tetep saja gagal. Tidak tau kenapa. Tolong segera di perbaiki dan diperbarui. Terimakasih","['developer', 'tolong', 'baik', 'nya', 'login', 'gagal', 'walupun', 'ganti', 'ulang', 'kali', 'gagal', 'password', 'nya', 'ganti', 'baru', 'gagal', 'tau', 'tolong', 'baik', 'baru', 'terimakasih']",1,0,0,0
Kok bisa saya belum pernah download tp NIK sudah terdaftar,"['download', 'nik', 'daftar']",1,0,0,0
"daftar aja susah, aplikasi lemot!!","['daftar', 'susah', 'lot']",1,0,0,1
"ini kenapa ketika saya verifikasi wajah ( vermuk ) selalu gagal terus ya? padahal sudah pada titik pencahayaan yang terak tidak gelap, bagaimana cara mengatasi gagal vermuk terus ?","['verifikasi', 'wajah', 'vermuk', 'gagal', 'ya', 'titik', 'cahaya', 'terak', 'gelap', 'atas', 'gagal', 'vermuk']",1,0,0,0
"Tolong bantuannya admin , saya udah terdaftar trus mau login lagi ga bisa bisa tolong bantuannya","['tolong', 'bantu', 'admin', 'daftar', 'login', 'tolong', 'bantu']",1,0,0,0
Woy kok lama kali verifikasi aja,"['woy', 'kali', 'verifikasi']",1,0,0,0
"Pelayan live chat keren masalah terselesaikan saat itu juga, tetap pertahankan pelayanan seperti itu yaa, sukses selalu Privy.id","['layan', 'live', 'chat', 'keren', 'selesai', 'tahan', 'layan', 'ya', 'sukses']",0,0,2,0
"PrivyID saya rate 0,001/5, berulang kali reset password tidak bisa, link yang terkirim via email tidak valid. Ini entah apakah aplikasi penipuan atau memang aplikasi sampah. Saya harap pemerintah/pemda tidak bekerja sama dengan aplikasi cacat seperti ini.","['rate', 'ulang', 'kali', 'reset', 'password', 'link', 'kirim', 'via', 'email', 'valid', 'tipu', 'sampah', 'harap', 'pemerintahpemda', 'cacat']",1,0,0,0
terimakasih admin prity sudah membantu pendaftaran/log in,"['terimakasih', 'admin', 'prity', 'bantu', 'pendaftaranlog']",0,0,2,0
Sangat sulit melakukan verifikasi dan pendaftaran wajah. Selalu gagal.,"['sulit', 'verifikasi', 'daftar', 'wajah', 'gagal']",1,0,0,0
Belum pernah daftar tapi kok udh ada ya akun nya?? Gimana ini solusinya?,"['daftar', 'ya', 'akun', 'nya', 'solusi']",1,0,0,0
Ada kendala dalam pergantian nomor telpon,"['kendala', 'ganti', 'nomor', 'telpon']",1,0,0,0
Saya tidak bisa login karena lupa pasword tapi pas reset pasword dan bikin pasword baru tampil kode error terus mana waktunya sudah mepet untuk tanda tangan digital,"['login', 'lupa', 'pasword', 'pas', 'reset', 'pasword', 'bikin', 'pasword', 'tampil', 'kode', 'error', 'mepet', 'tanda', 'tangan', 'digital']",1,0,0,0
Baru mau daftar kenapa akun saya sudah terdaftar?,"['daftar', 'akun', 'daftar']",1,0,0,0
"terima kasih..bagus sekali,, dan fast respon..","['terima', 'kasihbagus', 'fast', 'respon']",0,2,2,0
"Payah nih CS nya ga bs di komunikasikan, mau tanya malah di hadapin chat automatis, jadi permasalahan kita tuh tidak tuntas","['payah', 'nih', 'cs', 'nya', 'komunikasi', 'hadap', 'chat', 'automatis', 'masalah', 'tuh', 'tuntas']",0,0,1,0
Min mau tanya gimana caranya ganti sandi pas klik ganti sandi masukan e-mail terus ada baaacn maaf terjadi kesalahan padahal udh beberapa kali gtu terus,"['min', 'ganti', 'sandi', 'pas', 'klik', 'ganti', 'sandi', 'masuk', 'email', 'baaacn', 'maaf', 'salah', 'kali']",1,0,0,0
pelayanan yg sangat baik,['layan'],0,0,2,0
Kenapa yah nik saya sudah terdaftar tapi dengan akun yg berbeda dan nama yg berbeda. Chat wa pun slow respon,"['ya', 'nik', 'daftar', 'akun', 'beda', 'nama', 'beda', 'chat', 'wa', 'slow', 'respon']",1,0,1,0
Sy baru kali ini download aplikasi privy..dan kenapa KTP sy sudah terdaftar sebelumnya ya..kan aneh knp bisa begitu..ada orang yg menyalahgunakan data2 sy ini kayaknya .tolong sistim LBH jeli lagi..,"['kali', 'download', 'privydan', 'ktp', 'daftar', 'yakan', 'aneh', 'begituada', 'orang', 'menyalahgunakan', 'data', 'kayak', 'tolong', 'sistim', 'jeli']",1,0,0,0
"Nik belum pernah di pakai daftar malah di aplikasi nik sudah dipakai aneh ni aplikasi, udah aku kirim lewat balasnya lama sekali terus isinya chat bot","['nik', 'pakai', 'daftar', 'nik', 'pakai', 'aneh', 'nih', 'kirim', 'balas', 'isi', 'chat', 'bot']",1,0,1,0
"Aplikasi aneh dikasih id tapi ga dikasih sandi,capek ngirim email perubahan sandi ga bisa bisa😏😏","['aneh', 'kasih', 'id', 'kasih', 'sandicapek', 'kirim', 'email', 'ubah', 'sandi']",1,0,0,0
"Sama nih, mau daftar tapi sudah terdaftar alias NIK anda sudah terdaftar, bagaimana nih solusinya.","['nih', 'daftar', 'daftar', 'alias', 'nik', 'daftar', 'nih', 'solusi']",1,0,0,0
adminya ramah banget dan fats respon..sukses sll ya kak,"['adminya', 'ramah', 'banget', 'fats', 'responsukses', 'ya', 'kak']",0,0,2,0
"Mudah di gunakan,apa bila terjadi kendala lupa id atau password sangat di bantu, terimakasih privy.ID","['mudah', 'gunakanapa', 'kendala', 'lupa', 'id', 'password', 'bantu', 'terimakasih']",2,0,0,0
Ini apa ngak bisa masuk gua butuh hari ini loohh😡😡😡,"['masuk', 'gua', 'butuh', 'loohh']",1,0,0,0
