review,stemmed_review,login_verifikasi_1,login_verifikasi_2,login_verifikasi_3,final_login_verifikasi,efisiensi_1,efisiensi_2,efisiensi_3,final_efisiensi,layanan_pengguna_1,layanan_pengguna_2,layanan_pengguna_3,final_layanan_pengguna,responsivitas_1,responsivitas_2,responsivitas_3,final_responsivitas
bintang ⭐️⭐️⭐️⭐️⭐️!! gampang banget digunainnya stepnya mudah dimengertii!! UI nya juga mudah difahami gampang banget digunaan inii yang para pekerja butuhkan buat bikin ttd eletronik hahaha…. good job Privy🙌,"['bintang', 'gampang', 'banget', 'digunainnya', 'step', 'mudah', 'erti', 'ui', 'nya', 'mudah', 'difahami', 'gampang', 'banget', 'guna', 'kerja', 'butuh', 'bikin', 'ttd', 'eletronik', 'hahaha', 'good', 'job']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"so far puas banget pake app privy, kalo lagi butuh ttd dokumen cepet tinggal buka app ini😆","['sok', 'far', 'puas', 'banget', 'pakai', 'app', 'kalo', 'butuh', 'ttd', 'dokumen', 'cepat', 'tinggal', 'buka', 'app']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasinya sangat membantu untuk menunjang tugas management yg memerlukan tanda tangan, apalagi ada fitur untuk menambahkan materainya","['aplikasi', 'bantu', 'tunjang', 'tugas', 'management', 'tanda', 'tangan', 'fitur', 'materainya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Mempermudah banget apknya, aku mau bikin ttd digital ga pake ribet langsung jadi ✨","['mudah', 'banget', 'apknya', 'bikin', 'ttd', 'digital', 'pakai', 'ribet', 'langsung']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Semenjak ada privy, beli materai ga perlu jauh2 dan capek2 ke kantor pos, lebih mudah karena privy menyediakan e-materai , dan memudahkan buat tanda tangan digital 👍🏻","['semenjak', 'beli', 'materai', 'capek', 'kantor', 'pos', 'mudah', 'sedia', 'ematerai', 'mudah', 'tanda', 'tangan', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"very bad in enterprise account features, and very lack in helpdesk support solution, but in personal, so far so good","['very', 'bad', 'enterprise', 'account', 'features', 'and', 'very', 'lack', 'helpdesk', 'support', 'solution', 'but', 'personal', 'sok', 'far', 'sok', 'good']",0,0,0,0,1,1,1,1,1,2,1,1,0,0,0,0
"Ga bikin ribet , lebih simple pake apk ini sat set","['bikin', 'ribet', 'simple', 'pakai', 'apk', 'sat', 'set']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0
aplikasi ini bener-bener mempermudah urusan zaman sekarang yang udah serba digital dengan aplikasi ini kt mudah melakukan Tanda tangan digital beli e-materai dan lainnya 👍,"['benerbener', 'mudah', 'urus', 'zaman', 'serba', 'digital', 'mudah', 'tanda', 'tangan', 'digital', 'beli', 'ematerai']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"ini nihh yang aku rasain sebagai pekerja, biar lebih mudah lagi dalam penandatanganan elektronik yang sah","['nih', 'rasai', 'kerja', 'biar', 'mudah', 'penandatanganan', 'elektronik', 'sah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
bintang ⭐️⭐️⭐️⭐️⭐️!! gampang banget digunainnya stepnya mudah dimengertii!! inii yang para pekerja butuhkan buat bikin ttd eletronik hahaha…. good job Privy,"['bintang', 'gampang', 'banget', 'digunainnya', 'step', 'mudah', 'erti', 'kerja', 'butuh', 'bikin', 'ttd', 'eletronik', 'hahaha', 'good', 'job']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
worth to try bangett buat kalian yang bingung kalau mau pakai ttd digital . pakai aplikasi ini solusinya . sat set banget deh pokoknya,"['worth', 'try', 'banget', 'bingung', 'pakai', 'ttd', 'digital', 'pakai', 'solusi', 'sat', 'set', 'banget', 'deh', 'pokok']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0
"so far dari aku 5/5 sih, karena gampang banget ga terlalu banyak step juga. udah coba buat tanda tangan digital dan beli e-materai, recomend banget sih aplikasi ini kalian wajib download","['sok', 'far', 'sih', 'gampang', 'banget', 'step', 'coba', 'tanda', 'tangan', 'digital', 'beli', 'ematerai', 'recomend', 'banget', 'sih', 'wajib', 'download']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"worth it bangett buat kaliann yang bingung kalo mau bikin ttd digital, aplikasi ini solusinyaa gaess👍","['worth', 'banget', 'bingung', 'kalo', 'bikin', 'ttd', 'digital', 'solusinyaa', 'gaess']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi nya sangat mempermudah untuk ttd onlen, atya beli materai 🙌","['nya', 'mudah', 'ttd', 'onlen', 'atya', 'beli', 'materai']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"sangat membantu banget nih privy pas butuh tanda tangan digital di atas e-materai, jadi lebih mudah, thanks privy","['bantu', 'banget', 'nih', 'pas', 'butuh', 'tanda', 'tangan', 'digital', 'ematerai', 'mudah', 'thanks']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sekarang ttd dokumen2 gak perlu lgsg ketemu orangnya. Pake aplikasi ini bisa baget tanda tangan langsung di sini. Top banget👍🏻,"['ttd', 'dokumen', 'langsung', 'ketemu', 'orang', 'pakai', 'banget', 'tanda', 'tangan', 'langsung', 'top', 'banget']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Recomended banget nih Privy kalo butuh e materai, mudah digunakan juga.👍","['recomended', 'banget', 'nih', 'kalo', 'butuh', 'e', 'materai', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"worth banget si, good gaada lag atau bug waktu pemakaian 👍","['worth', 'banget', 'sih', 'good', 'enggak ada', 'lag', 'bug', 'pakai']",0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2
"so far 5/5, aplikasi privy ini bisa buat tanda tangan dokumen, udah tersertifikasi pulaa, terpercaya sekali aku sangat merekomendasikan!!","['sok', 'far', 'tanda', 'tangan', 'dokumen', 'sertifikasi', 'percaya', 'rekomendasi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Ribet bngt mau akses aja harus instal apps,"['ribet', 'banget', 'akses', 'instal', 'apps']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"worker butuh banget sih sama aplikasi ini, karena ttd elektronik disini gampang banget digunakan ada e-materai nya juga loh🤩","['worker', 'butuh', 'banget', 'sih', 'ttd', 'elektronik', 'gampang', 'banget', 'ematerai', 'nya', 'loh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
buat yang lagi mau kerja lewat online dan perlu tanda tangan online cobain nih aplikasi Privy recommended banget buat bikin tanda tangan online,"['kerja', 'online', 'tanda', 'tangan', 'online', 'coba', 'nih', 'recommended', 'banget', 'bikin', 'tanda', 'tangan', 'online']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi ini sangat membantu pekerjaan saya apalagi saya butuh tandatangan elektronik jadi ga perlu repot-repot,"['bantu', 'kerja', 'butuh', 'tandatangan', 'elektronik', 'repotrepot']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
TANGGAL DARI GRAB BENER TAPI DI VIDA SALAH.!!! MAU DI BENERIN GAK BISA BISA... BIKIN RIBET ORANG.!! RIBET BENER GAK NGERTI MANFAATNYA APA.!!!,"['tanggal', 'grab', 'salah', 'benerin', 'bikin', 'ribet', 'orang', 'ribet', 'erti', 'manfaat']",0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
Makasih privy tanda tanganku jadi menarik,"['terima kasih', 'tanda', 'tangan', 'tarik']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
apk sekeren ini sayang banget baru tauu harusnya dari kemaren kemaren bisa make apk ttd digital,"['apk', 'keren', 'sayang', 'banget', 'tau', 'kemarin', 'kemarin', 'pakai', 'apk', 'ttd', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Mau sungkem sama yang ciptain privy memudahkan banget buat kebutuhan prakerja,"['sungkem', 'cipta', 'mudah', 'banget', 'butuh', 'prakerja']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"good app, very easy to use.. recommended!! Jadi mudah deh tiap kali ada keperluan. No ribet rubet","['good', 'app', 'very', 'easy', 'use', 'recommended', 'mudah', 'deh', 'kali', 'perlu', 'no', 'ribet', 'rubet']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Proses penyelesaian masalahnya kurang jelas, lebih banyak menunggu. Mohon maaf atas keterlambatan penyelesaian permasalahan Bapak/Ibu pada nomor tiket berikut #663546. Meskipun telah berusaha maksimal, Permasalahan tersebut belum berhasil kami selesaikan dalam durasi 2x24 jam yang telah kami janjikan. Sudah 4x24 jam.....","['proses', 'selesai', 'tunggu', 'mohon', 'maaf', 'lambat', 'selesai', 'masalah', 'bapakibu', 'nomor', 'tiket', 'usaha', 'maksimal', 'masalah', 'hasil', 'selesai', 'durasi', 'kali', 'jam', 'janji', 'kali', 'jam']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Bagus banget, mempermudah pekerjaan. Terima kasih privy","['bagus', 'banget', 'mudah', 'kerja', 'terima', 'kasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi yg sangat rekomended untuk membuat ttd digital,"['rekomended', 'ttd', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Wahhh keren, membantu bgt","['keren', 'bantu', 'banget']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Very good and helpfull apps, recomended!","['very', 'good', 'and', 'helpfull', 'apps', 'recomended']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi e-materai yang sangat membantu,"['ematerai', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Apk tanda tangan yg ok,"['apk', 'tanda', 'tangan', 'ok']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"aplikasinya bagus memudahkan untuk ttd digital, ga kesusahan lagi kalau ada keperluan ttd digital","['aplikasi', 'bagus', 'mudah', 'ttd', 'digital', 'susah', 'perlu', 'ttd', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Mudah dan aman dan terpercaya,"['mudah', 'aman', 'percaya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"5/5 lah udah pasti, karena ga ribet tinggal login, klik kebutuhan, upload dokumen, beresss","['ribet', 'tinggal', 'login', 'klik', 'butuh', 'upload', 'dokumen', 'beresss']",2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi nya keren,"['nya', 'keren']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
keren abis sih,"['keren', 'habis', 'sih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"min, mau download file kok susah","['min', 'download', 'file', 'susah']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Mantap banget sih aplikasi ini bener-bener mempermudah pembisnis banget buat bikin ttd digital,"['mantap', 'banget', 'sih', 'benerbener', 'mudah', 'bisnis', 'banget', 'bikin', 'ttd', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bagus kok cepat,"['bagus', 'cepat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
semenjak ada apk ini tuh jadi lebih mudah buat ttd digital. kmrn aku buat sertif dan itu bingung banget harus scan dibbrp dosen akhirnya jadi ribett. intinya aplikasi ini ngebantu bngett 😭,"['semenjak', 'apk', 'tuh', 'mudah', 'ttd', 'digital', 'kemarin', 'sertif', 'bingung', 'banget', 'scan', 'dibbrp', 'dosen', 'ribett', 'inti', 'bantu', 'banget']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Good aplikasi sangat membantu recomended bangetttttt pokonyaaaaaa love dahh,"['good', 'bantu', 'recomended', 'banget', 'pokonyaaaaaa', 'love', 'dah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"good app!! verry easy to use,, i like this👍🏻","['good', 'app', 'verry', 'easy', 'use', 'i', 'like', 'this']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi yang sangat memudahkan untuk segala pekerjaan terutama yang butuh ttd digital, mudah digunakan juga fiturnya👍","['mudah', 'kerja', 'butuh', 'ttd', 'digital', 'mudah', 'fiturnya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"aplikasinya bagus, sangat mudah digunakani. bintang 5 dehhh","['aplikasi', 'bagus', 'mudah', 'digunakani', 'bintang', 'deh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"best app 💓 bikin TTD jadi lebi mudah no ribet"" aplikasinya juga mudah dimobile cocok untuk para pekerja yang sat set","['best', 'app', 'bikin', 'ttd', 'lebi', 'mudah', 'no', 'ribet', 'aplikasi', 'mudah', 'dimobile', 'cocok', 'kerja', 'sat', 'set']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0
"Sumpah ga jelas banget,verifikasi wajah gagal terus,layar udah jelas banget,disuruh ikutin intruksi sudah,tapi gagal terus,gokil","['sumpah', 'bangetverifikasi', 'wajah', 'gagal', 'teruslayar', 'bangetdisuruh', 'ikut', 'intruksi', 'sudahtapi', 'gagal', 'terusgokil']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"apk ini gampang banget di gunakan nyaa, bisa buat tanda tangan","['apk', 'gampang', 'banget', 'nya', 'tanda', 'tangan']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasinya oke banget trus mudah digunakan,"['aplikasi', 'oke', 'banget', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi bagus, sangat mudah digunakan. Aplikasi yg aku cari selama ini.. 👍🏻","['bagus', 'mudah', 'cari']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Privy adalah aplikasi yang sangat rekomended, buat kalian yang bingung mau bikin ttd digital aplikasi ini sangat di rekomendasikan","['rekomended', 'bingung', 'bikin', 'ttd', 'digital', 'rekomendasi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Adminnya lama lelet banget,"['adminnya', 'lelet', 'banget']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Sudah upload dokumen dan sudah ditanda tangan, tapi pas mau download dokumen gak bisa malah loading aja muter-muter mulu. Di tungguin sampe hampir setengah jam masih tetep aja gak bisa download dokumennya.. Mohon dong diperbaiki lagi supaya mudah dan bisa mendownload dukumen yang sudah selesai ditanda tangan.","['upload', 'dokumen', 'tanda', 'tangan', 'pas', 'download', 'dokumen', 'loading', 'mutermuter', 'mulu', 'tungguin', 'jam', 'download', 'dokumen', 'mohon', 'baik', 'mudah', 'mendownload', 'dukumen', 'selesai', 'tanda', 'tangan']",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Privy satu-satunya penyedia e-meterai yang servernya gak eror pas pendaftaran CPNS kemarin. Selain beli e-meterai bisa buat ttd elektronik juga. Mantap,"['satusatunya', 'sedia', 'emeterai', 'servernya', 'eror', 'pas', 'daftar', 'cpns', 'kemarin', 'beli', 'emeterai', 'ttd', 'elektronik', 'mantap']",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"Pake Privy penggunaannya mudah bisa ttd dimanapun sat set langsung jadi, bisa sekalian beli e-materai juga disini keren","['pakai', 'guna', 'mudah', 'ttd', 'mana', 'sat', 'set', 'langsung', 'beli', 'ematerai', 'keren']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"gampang banget digunainnya stepnya mudah dimengertii!!
Kebetulan lg banyak keperluan untuk bikin ttd eletronik good job privy🙌","['gampang', 'banget', 'digunainnya', 'step', 'mudah', 'erti', 'perlu', 'bikin', 'ttd', 'eletronik', 'good', 'job']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi nya bagus bangettt sangat bermanfa'at dan bisa di andalkan,"['nya', 'bagus', 'banget', 'manfaat', 'andal']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"langkahnya mudah dipahami bagi pemula,cocok untuk bikin ttd digital ,tidak ribet,pekerjaan jadi cepet kelar ,thanks privy","['langkah', 'mudah', 'paham', 'pemulacocok', 'bikin', 'ttd', 'digital', 'ribetpekerjaan', 'cepat', 'kelar', 'thanks']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi tanda tangan digital terbaik yang pernah saya coba! Prosesnya cepat, aman, dan mudah digunakan. Fitur kolaborasinya juga sangat membantu dalam bekerja sama dengan tim. Sangat merekomendasikan!!","['tanda', 'tangan', 'digital', 'baik', 'coba', 'proses', 'cepat', 'aman', 'mudah', 'fitur', 'kolaborasi', 'bantu', 'tim', 'rekomendasi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Saya tidak bisa menemukan akun saya, minta dibantu","['temu', 'akun', 'bantu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"mntap apk mudah diikuti, langkah langkah nya mudah dimengerti","['mntap', 'apk', 'mudah', 'ikut', 'langkah', 'langkah', 'nya', 'mudah', 'erti']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"sangat membantu buat para pekerja yg sering make ttd digital, simple dan mudah digunakan, recomended pokoknya 👍🏻🙌🏻","['bantu', 'kerja', 'pakai', 'ttd', 'digital', 'simple', 'mudah', 'recomended', 'pokok']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"sangat membantu buat para pekerja yg sering make ttd digital, simple dan mudah digunakan 👍🙌","['bantu', 'kerja', 'pakai', 'ttd', 'digital', 'simple', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Customer service sangat membantu,"['customer', 'service', 'bantu']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
aplikasi Privy cocok banget buat pebisnis yang bisa bikin ttd digital dimanapun dan bisa juga buat tanda tangan dokumen. Mantap rekomendasi,"['cocok', 'banget', 'bisnis', 'bikin', 'ttd', 'digital', 'mana', 'tanda', 'tangan', 'dokumen', 'mantap', 'rekomendasi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Lebih baik pake aplikasi ini buat keperluan administrasi beli e-materai dan buat ttd elektronik👍👍 sangat membantu dan mudah di gunakan.. Good job privy,"['pakai', 'perlu', 'administrasi', 'beli', 'ematerai', 'ttd', 'elektronik', 'bantu', 'mudah', 'good', 'job']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi ini bikin urusan admin jadi gampang banget, bisa beli e-meterai dan ttd elektronik langsung, cepet, aman, dan anti ribet!","['bikin', 'urus', 'admin', 'gampang', 'banget', 'beli', 'emeterai', 'ttd', 'elektronik', 'langsung', 'cepat', 'aman', 'anti', 'ribet']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"aplikasi tanda tangan digital yg sangat mudah digunakan, apalagi di era serba digital yg pasti membutuhkan. top banget ini privy membantu sekali buat tanda tangan digital untuk lamaran kerja kemarin","['tanda', 'tangan', 'digital', 'mudah', 'era', 'serba', 'digital', 'butuh', 'top', 'banget', 'bantu', 'tanda', 'tangan', 'digital', 'lamar', 'kerja', 'kemarin']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Apikasi nya membantu aku banget buat tanda tangan dokumen online huhu trusted poll disini,"['apikasi', 'nya', 'bantu', 'banget', 'tanda', 'tangan', 'dokumen', 'online', 'huhu', 'trusted', 'poll']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi ini bener-bener mempermudah pebisnis banget kayak saya yang tiap butuh bikin ttd digital dimana pun rekomendasi sekalli....,"['benerbener', 'mudah', 'bisnis', 'banget', 'kayak', 'butuh', 'bikin', 'ttd', 'digital', 'mana', 'rekomendasi', 'sekalli']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"inisih yang dibutuhkan para pekerja, apalagi yang kerjanya menggunakan tanda tangan elektronik. dengan langkah-langkah yang jelas dan mudah dipahami apalagi untuk pemula.. sukses selalu privy👍","['inisih', 'butuh', 'kerja', 'kerja', 'tanda', 'tangan', 'elektronik', 'langkahlangkah', 'mudah', 'paham', 'mula', 'sukses']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"aplikasi privy sangat membantu sekali untuk membuat tanda tangan, baguss, mudah digunakan memang luar biasa! Aplikasi ini sangat mudah digunakan Bagi para pekerja yang memerlukan tanda tangan elektronik, ini adalah solusi yang tepat. Prosesnya cepat dan efisien sangat membantu","['bantu', 'tanda', 'tangan', 'bagus', 'mudah', 'mudah', 'kerja', 'tanda', 'tangan', 'elektronik', 'solusi', 'proses', 'cepat', 'efisien', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasinya membantu sekali, langkah-langkahnya mudah dimengerti, simple dan gak ribet. Good app","['aplikasi', 'bantu', 'langkahlangkahnya', 'mudah', 'erti', 'simple', 'ribet', 'good', 'app']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasinya bagus banget, cara penggunaannya juga mudah. selain bisa buat tanda tangan dokumen, aplikasi Privy ini juga bisa buat beli materai , udah tersertifikasi pulaa, trusted bangett","['aplikasi', 'bagus', 'banget', 'guna', 'mudah', 'tanda', 'tangan', 'dokumen', 'beli', 'materai', 'sertifikasi', 'trusted', 'banget']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"worth to try dehhh, memudahkan aku banget senengg😫☝🏻✨","['worth', 'try', 'deh', 'mudah', 'banget', 'senang']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi yg sangat membantu terutama untuk para pekerja , harus coba download aplikasi ini ga akan nyesel deh..","['bantu', 'kerja', 'coba', 'download', 'sesal', 'deh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi membantu bangettt🫶,"['bantu', 'banget']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
bener bener ngerasa beruntung bgt nemu aplikasi sebaguss ini! skrng ga perlu ribet kalo mau tdd dokumen 😀👍🏻,"['untung', 'banget', 'nemu', 'sebaguss', 'ribet', 'kalo', 'tdd', 'dokumen']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Sangat membantu aku, good app, u must try guys","['bantu', 'good', 'app', 'lu', 'must', 'try', 'guys']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bagus banget dan berguna ini aplikasinya. Membantu banget buat kebutuhan administrasi online kaya beli ematerai👍,"['bagus', 'banget', 'guna', 'aplikasi', 'bantu', 'banget', 'butuh', 'administrasi', 'online', 'kayak', 'beli', 'ematerai']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
ternyata gampang banget dan sangat-sangat membantu buat ttd digital. keep up the good work.,"['gampang', 'banget', 'sangatsangat', 'bantu', 'ttd', 'digital', 'keep', 'up', 'the', 'good', 'work']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
biasanya harus ttd manual dulu terus di scan tapi sekarang udah ada PRIVY yang sangat memudahkan aku hehe terimakasi PRIVY sangat sangat bermanfaat!!,"['ttd', 'manual', 'scan', 'mudah', 'hehe', 'terimakasi', 'manfaat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"aplikasinya simpel dan mudah di pake, sangat membantu sekali ttd dokumen penting dalam waktu singkat, terimakasih 👍","['aplikasi', 'simpel', 'mudah', 'pakai', 'bantu', 'ttd', 'dokumen', 'singkat', 'terimakasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasinya gampang banget digunainnya, so far dari aku 5/5","['aplikasi', 'gampang', 'banget', 'digunainnya', 'sok', 'far']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
mantap bgt kalo mau buat ttd digitall disini aja wothit,"['mantap', 'banget', 'kalo', 'ttd', 'digitall', 'wothit']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Nice app, worth to try mempermudah pemberkasan","['nice', 'app', 'worth', 'try', 'mudah', 'berkas']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi ini sangat mempermudah keperluan administrasi dan juga untuk ttd dokumen juga lebih cepat pakai aplikasi ini, mantap terbaik pokoknya","['mudah', 'perlu', 'administrasi', 'ttd', 'dokumen', 'cepat', 'pakai', 'mantap', 'baik', 'pokok']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
kaga jelas udah verifikasi ktp berhasil malah logout trs pasword udah aku masukin bener alfabet + gabisa ditambah,"['kagak', 'verifikasi', 'ktp', 'hasil', 'logout', 'pasword', 'pasuk', 'alfabet', 'enggak bisa', 'tambah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"buat pekerja, aplikasi ini ngebantu bgt buat keperluan administrasi kayak beli ematerai sama ttd elektronik. gampang bgt digunainnya. best sihh 👍🏻","['kerja', 'bantu', 'banget', 'perlu', 'administrasi', 'kayak', 'beli', 'ematerai', 'ttd', 'elektronik', 'gampang', 'banget', 'digunainnya', 'best', 'sih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Manntappp deh aplikasinyaaa,bermanafaat bgttt kalo mau bikin ttd digital","['manntappp', 'deh', 'aplikasinyaaabermanafaat', 'banget', 'kalo', 'bikin', 'ttd', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
usefull bgt aplikasinya di era saat ini yg apa-apa serba digital. jd ga bingung lagi kalo mau bikn TTD digital. penggunaannya pun sangattt mudah. thankyou privy⭐️⭐️⭐️⭐️⭐️,"['usefull', 'banget', 'aplikasi', 'era', 'apaapa', 'serba', 'digital', 'bingung', 'kalo', 'bikn', 'ttd', 'digital', 'guna', 'mudah', 'thankyou']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi yg sangat bagus untuk pekerja, mudah dan sangat praktis","['bagus', 'kerja', 'mudah', 'praktis']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
